CustomerID,Age,Qualification,Occupation,Marital Status,Home Mortgage,Personal Loan,Has Other Bank Account,Last Contact Direction,Last Contact Duration,Last Contact Month,Last Contact Weekday,Number of Current Campaign Calls,Number of Previous Campaign Calls,Previous Campaign Outcome,RBA Cash Rate,Employment Variation Rate,Consumer Confidence Index,Sale Outcome
CU941093,41,Graduate Diploma and Graduate Certificate,Entrepreneur,Divorced,Yes,Yes,No,Inbound,109.0,July,Thursday,5,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU105119,34,Bachelor Degree Level or Higher,Manager,Married,No,Yes,No,Outbound,298.0,May,Thursday,3,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU479382,40,Primary Education,Labourer,Married,No,No,No,Outbound,227.0,May,Wednesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU802539,33,Primary Education,Self-employed,Married,No,No,Yes,Inbound,1000.0,August,Friday,1,0.0,Nonexistent,4.966,1.4,93.444,Sale
CU886740,31,Primary Education,Technicians and Trades,Married,No,No,No,Inbound,500.0,July,Wednesday,3,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU784896,42,Primary Education,Manager,Married,No,No,No,Inbound,114.0,July,Thursday,1,0.0,Nonexistent,4.968,1.4,93.918,No Sale
CU426074,30,High School Certificate,Labourer,Single,Yes,No,No,Outbound,13.0,July,Thursday,16,0.0,Nonexistent,4.968,1.4,93.918,No Sale
CU972587,21,High School Certificate,Student,Single,No,No,No,Inbound,295.0,June,Wednesday,4,0.0,Nonexistent,1.26,-2.9,92.963,No Sale
CU167041,47,Bachelor Degree Level or Higher,Technicians and Trades,Divorced,No,No,No,Inbound,53.0,April,Friday,1,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU456842,73,Bachelor Degree Level or Higher,Retired,Married,Yes,No,No,Inbound,179.0,March,Tuesday,1,1.0,No Sale,1.687,-1.8,92.843,No Sale
CU567581,53,Primary Education,Labourer,Married,No,Yes,No,Outbound,16.0,June,Friday,22,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU057579,32,Primary Education,Labourer,Single,Yes,No,No,Inbound,340.0,May,Tuesday,2,1.0,No Sale,1.291,-1.8,92.893,No Sale
CU663108,31,High School Certificate,Community and personal service,Single,No,No,No,Outbound,106.0,July,Wednesday,1,0.0,Nonexistent,4.956,1.4,93.918,No Sale
CU821421,41,Bachelor Degree Level or Higher,Technicians and Trades,Married,No,No,No,,219.0,April,Tuesday,1,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU107639,36,High School Certificate,Clerical and administrative,Single,No,No,No,Inbound,140.0,April,Friday,1,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU597247,35,Primary Education,Labourer,Married,Yes,Yes,Yes,Outbound,313.0,June,Monday,1,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU671049,38,Primary Education,Labourer,Married,Yes,No,No,Inbound,218.0,April,Thursday,1,0.0,Nonexistent,1.41,-1.8,93.075,No Sale
CU509391,30,,Community and personal service,Single,Yes,No,No,Outbound,120.0,May,Friday,3,0.0,Nonexistent,4.864,1.1,93.994,No Sale
CU350666,56,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,No,Inbound,207.0,July,Monday,2,1.0,Sale,0.87,-1.7,94.215,Sale
CU432269,42,Primary Education,Labourer,Married,No,No,No,Inbound,124.0,May,Monday,2,1.0,No Sale,1.299,-1.8,92.893,No Sale
CU990895,52,High School Certificate,Clerical and administrative,Married,No,No,No,Inbound,80.0,August,Tuesday,1,0.0,Nonexistent,4.968,1.4,93.444,No Sale
CU216242,46,High School Certificate,Entrepreneur,Divorced,Yes,No,No,Inbound,88.0,November,Thursday,1,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU966967,28,High School Certificate,Community and personal service,Married,Yes,No,No,Inbound,376.0,July,Tuesday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU245784,44,Primary Education,Labourer,Married,No,No,No,Inbound,288.0,May,Wednesday,1,1.0,No Sale,1.334,-1.8,92.893,No Sale
CU821091,31,Bachelor Degree Level or Higher,Self-employed,Married,Yes,No,No,Inbound,118.0,November,Wednesday,1,0.0,Nonexistent,4.12,-0.1,93.2,No Sale
CU172817,44,High School Certificate,Clerical and administrative,Divorced,Yes,No,No,Inbound,173.0,May,Tuesday,8,1.0,No Sale,1.291,-1.8,92.893,No Sale
CU877223,48,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,Yes,No,Inbound,450.0,October,Monday,1,1.0,Sale,0.977,-1.1,94.601,Sale
CU027768,59,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Outbound,659.0,May,Friday,2,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU837510,31,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,No,Inbound,243.0,June,Tuesday,5,2.0,Sale,0.723,-1.7,94.055,Sale
CU894070,28,High School Certificate,Clerical and administrative,Single,No,No,No,Inbound,107.0,July,Wednesday,1,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU740463,30,High School Certificate,Clerical and administrative,Single,Yes,No,No,Inbound,109.0,November,Wednesday,1,1.0,No Sale,4.12,-0.1,93.2,No Sale
CU647023,32,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Inbound,366.0,May,Thursday,2,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU475670,47,High School Certificate,Clerical and administrative,Divorced,No,No,No,Inbound,204.0,August,Tuesday,6,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU521793,35,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,141.0,July,Friday,2,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU368719,40,Primary Education,Labourer,Married,Yes,Yes,No,Inbound,45.0,April,Monday,4,1.0,No Sale,1.405,-1.8,93.075,No Sale
CU246588,34,Bachelor Degree Level or Higher,Technicians and Trades,Married,No,No,No,Inbound,183.0,November,Thursday,2,1.0,No Sale,4.076,-0.1,93.2,No Sale
CU810278,54,Primary Education,Community and personal service,Married,Yes,Yes,No,Inbound,175.0,November,Monday,3,0.0,Nonexistent,0.714,-3.4,92.649,No Sale
CU496288,31,Primary Education,Community and personal service,Married,Yes,No,No,Inbound,326.0,June,Monday,1,0.0,Nonexistent,1.266,-2.9,92.963,Sale
CU953256,47,High School Certificate,Unemployed,Married,No,No,Yes,Inbound,101.0,November,Wednesday,1,0.0,Nonexistent,4.12,-0.1,93.2,No Sale
CU371970,38,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,828.0,October,Wednesday,1,1.0,No Sale,0.735,-3.4,92.431,Sale
CU691143,35,Primary Education,Labourer,Married,No,No,No,Outbound,170.0,June,Friday,1,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU594428,26,Primary Education,Labourer,Single,Yes,No,Yes,Inbound,88.0,May,Thursday,4,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU966947,38,High School Certificate,Housekeeper,Single,Yes,No,No,Inbound,422.0,March,Friday,1,1.0,Sale,0.649,-1.8,93.369,Sale
CU317305,29,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,350.0,April,Wednesday,2,0.0,Nonexistent,1.445,-1.8,93.075,Sale
CU044769,65,Bachelor Degree Level or Higher,Retired,Married,Yes,No,No,Inbound,147.0,April,Monday,1,0.0,Nonexistent,1.466,-1.8,93.075,No Sale
CU523768,38,Primary Education,Labourer,Single,Yes,No,Yes,Inbound,93.0,May,Wednesday,1,0.0,Nonexistent,1.281,-1.8,92.893,No Sale
CU720026,55,High School Certificate,Retired,Married,No,No,No,Inbound,532.0,November,Friday,1,0.0,Nonexistent,4.021,-0.1,93.2,No Sale
CU700003,57,High School Certificate,Community and personal service,Divorced,No,Yes,Yes,Outbound,185.0,May,Thursday,2,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU494024,53,Bachelor Degree Level or Higher,Entrepreneur,Divorced,No,No,No,Outbound,383.0,July,Wednesday,2,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU223562,38,Primary Education,Labourer,Married,Yes,No,Yes,Inbound,1039.0,July,Monday,7,0.0,Nonexistent,4.96,1.4,93.918,Sale
CU630528,26,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,355.0,September,Tuesday,1,1.0,No Sale,0.881,-1.1,94.199,No Sale
CU037106,56,Bachelor Degree Level or Higher,Self-employed,Married,Yes,No,No,Inbound,88.0,June,Thursday,3,0.0,Nonexistent,1.235,-2.9,92.963,No Sale
CU429461,34,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,No,Yes,No,Inbound,955.0,July,Tuesday,5,0.0,Nonexistent,4.961,1.4,93.918,Sale
CU677310,32,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,Yes,No,Outbound,87.0,June,Wednesday,1,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU078426,45,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Inbound,587.0,September,Monday,1,0.0,Nonexistent,0.797,-3.4,92.379,Sale
CU343769,33,Primary Education,Self-employed,Married,Yes,No,Yes,Inbound,226.0,July,Thursday,1,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU419431,33,High School Certificate,Clerical and administrative,Single,No,No,No,Inbound,57.0,May,Friday,11,0.0,Nonexistent,1.25,-1.8,92.893,No Sale
CU708841,53,Primary Education,Technicians and Trades,Married,No,No,No,Outbound,1049.0,June,Monday,6,0.0,Nonexistent,4.947,1.4,94.465,Sale
CU643104,38,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Inbound,149.0,September,Wednesday,2,1.0,,0.88,-1.1,94.199,No Sale
CU359117,42,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,Yes,Inbound,1059.0,August,Tuesday,3,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU938141,25,Prefer not to say,Community and personal service,Single,Yes,No,No,Inbound,516.0,June,Tuesday,1,2.0,No Sale,0.702,-1.7,94.055,Sale
CU291190,55,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,Yes,No,No,Inbound,404.0,July,Monday,2,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU829363,26,High School Certificate,Community and personal service,Married,Unknown,Unknown,No,Inbound,136.0,July,Wednesday,6,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU596591,31,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,264.0,November,Friday,2,1.0,No Sale,4.021,-0.1,93.2,No Sale
CU200266,58,High School Certificate,Retired,Married,No,No,No,Inbound,119.0,July,Thursday,1,0.0,Nonexistent,4.958,1.4,93.918,No Sale
CU846272,30,High School Certificate,Clerical and administrative,Married,Yes,Yes,No,Inbound,82.0,May,Monday,9,0.0,Nonexistent,1.299,-1.8,92.893,No Sale
CU691075,31,High School Certificate,Labourer,Married,Yes,No,No,Inbound,45.0,July,Friday,2,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU205992,35,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,60.0,May,Thursday,2,2.0,No Sale,1.27,-1.8,92.893,No Sale
CU055884,32,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Outbound,47.0,June,Thursday,1,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU331543,27,Graduate Diploma and Graduate Certificate,Self-employed,Single,No,No,No,Inbound,162.0,June,Tuesday,2,2.0,No Sale,1.262,-2.9,92.963,No Sale
CU361942,35,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Inbound,,August,Friday,4,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU367350,48,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,116.0,August,Wednesday,5,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU563099,41,Bachelor Degree Level or Higher,Self-employed,Married,Unknown,Unknown,No,Outbound,595.0,December,Wednesday,1,0.0,Nonexistent,0.715,-3.0,92.713,Sale
CU324158,27,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,Yes,No,Inbound,292.0,July,Tuesday,1,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU942824,44,Primary Education,Labourer,Married,Yes,Yes,No,Outbound,247.0,May,Tuesday,3,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU598093,42,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Outbound,112.0,May,Monday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU290429,29,Bachelor Degree Level or Higher,Technicians and Trades,Married,Yes,No,No,Outbound,1118.0,May,Wednesday,2,0.0,Nonexistent,4.859,1.1,93.994,No Sale
CU941758,41,Primary Education,Technicians and Trades,Married,Yes,No,No,Outbound,278.0,May,Tuesday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU136270,43,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,173.0,June,Wednesday,1,0.0,Nonexistent,4.962,1.4,94.465,No Sale
CU263630,49,High School Certificate,Clerical and administrative,Single,Yes,No,No,Inbound,136.0,October,Friday,2,0.0,Nonexistent,0.739,-3.4,92.431,Sale
CU531805,30,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,128.0,August,Monday,1,0.0,Nonexistent,4.965,1.4,93.444,No Sale
CU694494,38,Graduate Diploma and Graduate Certificate,Manager,Married,Yes,Yes,No,Inbound,94.0,November,Thursday,2,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU696935,32,Graduate Diploma and Graduate Certificate,Community and personal service,Single,Yes,No,No,Inbound,671.0,July,Friday,1,0.0,Nonexistent,4.957,1.4,93.918,Sale
CU738259,33,Primary Education,Labourer,Single,Yes,Yes,Yes,Outbound,84.0,May,Friday,2,0.0,Nonexistent,4.859,1.1,93.994,No Sale
CU207887,39,Primary Education,Self-employed,Married,Yes,No,Yes,Outbound,177.0,May,Wednesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU078962,51,Prefer not to say,Community and personal service,Married,No,No,Yes,Outbound,25.0,May,Friday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU577448,35,High School Certificate,Community and personal service,Single,No,Yes,Yes,Outbound,328.0,June,Wednesday,1,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU410405,37,High School Certificate,Clerical and administrative,Single,No,No,No,Inbound,609.0,July,Thursday,2,3.0,Sale,0.782,-1.7,94.215,Sale
CU509646,52,Primary Education,Labourer,Married,No,No,No,Outbound,401.0,June,Monday,2,0.0,Nonexistent,4.96,1.4,94.465,No Sale
CU000310,35,Graduate Diploma and Graduate Certificate,Community and personal service,Married,No,No,Yes,Inbound,134.0,July,Monday,2,0.0,Nonexistent,4.96,1.4,93.918,No Sale
CU843697,56,Primary Education,Labourer,Married,No,No,Yes,Outbound,84.0,June,Friday,2,0.0,Nonexistent,4.967,1.4,94.465,No Sale
CU377226,32,Primary Education,Labourer,Married,Yes,No,No,Outbound,52.0,May,Thursday,3,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU126802,36,Primary Education,Labourer,Divorced,No,No,Yes,Outbound,318.0,June,Thursday,2,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU443700,41,Primary Education,Community and personal service,Married,No,No,No,Outbound,335.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU846942,43,Primary Education,Labourer,Married,No,No,No,Outbound,246.0,June,Thursday,2,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU145571,52,Primary Education,Entrepreneur,Married,Yes,No,Yes,Inbound,163.0,July,Monday,2,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU713118,45,Primary Education,Labourer,Divorced,Yes,No,Yes,Inbound,219.0,May,Thursday,1,0.0,Nonexistent,1.327,-1.8,92.893,No Sale
CU308319,56,Primary Education,Retired,Divorced,Yes,No,No,Outbound,10.0,June,Friday,15,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU852027,37,Primary Education,Community and personal service,Single,Yes,No,No,Inbound,283.0,November,Monday,2,0.0,Nonexistent,4.191,-0.1,93.2,No Sale
CU863526,31,Bachelor Degree Level or Higher,Entrepreneur,Married,Yes,No,No,Outbound,130.0,June,Thursday,2,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU560704,55,Graduate Diploma and Graduate Certificate,Retired,Divorced,No,Yes,No,Outbound,217.0,May,Wednesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU250614,65,Primary Education,Retired,Married,No,No,No,Inbound,882.0,October,Wednesday,1,0.0,Nonexistent,1.043,-1.1,94.601,Sale
CU459708,49,Graduate Diploma and Graduate Certificate,Technicians and Trades,Divorced,Yes,No,No,Inbound,251.0,October,Friday,2,1.0,Sale,0.972,-1.1,94.601,Sale
CU327006,48,Primary Education,Labourer,Married,No,No,No,Outbound,295.0,May,Tuesday,2,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU750828,55,Bachelor Degree Level or Higher,Entrepreneur,Divorced,No,No,No,Inbound,48.0,November,Friday,1,0.0,Nonexistent,4.021,-0.1,93.2,No Sale
CU003770,26,High School Certificate,Clerical and administrative,Single,No,No,No,Outbound,257.0,October,Friday,2,1.0,Sale,0.73,-3.4,92.431,Sale
CU471120,31,Graduate Diploma and Graduate Certificate,Technicians and Trades,Divorced,Yes,No,No,Inbound,662.0,July,Wednesday,1,0.0,Nonexistent,4.962,1.4,93.918,Sale
CU730636,33,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,110.0,July,Tuesday,2,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU598511,32,Bachelor Degree Level or Higher,Technicians and Trades,Single,No,No,No,Outbound,51.0,August,Monday,6,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU376434,33,High School Certificate,Labourer,Single,Yes,No,No,Inbound,17.0,May,Thursday,5,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU671775,49,Bachelor Degree Level or Higher,Self-employed,Married,No,No,No,Inbound,40.0,November,Thursday,3,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU368772,58,Primary Education,Prefer not to say,Married,Yes,No,No,Inbound,645.0,August,Tuesday,10,0.0,Nonexistent,4.963,1.4,93.444,Sale
CU655725,45,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,116.0,May,Thursday,1,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU114797,31,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,1327.0,July,Wednesday,2,0.0,Nonexistent,4.963,1.4,93.918,Sale
CU549609,52,Primary Education,Retired,Divorced,Yes,Yes,Yes,Outbound,26.0,June,Thursday,2,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU716646,46,Graduate Diploma and Graduate Certificate,Technicians and Trades,Divorced,No,No,No,Inbound,231.0,July,Tuesday,3,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU790768,31,High School Certificate,Housekeeper,Single,Yes,Yes,No,Inbound,61.0,July,Wednesday,2,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU620672,33,Primary Education,Labourer,Single,Unknown,Unknown,No,Inbound,295.0,May,Friday,1,0.0,Nonexistent,1.313,-1.8,92.893,No Sale
CU074370,25,High School Certificate,Community and personal service,Married,No,No,No,Inbound,1767.0,July,Tuesday,2,0.0,Nonexistent,4.962,1.4,93.918,Sale
CU420556,35,Bachelor Degree Level or Higher,Technicians and Trades,Single,No,No,No,Inbound,480.0,July,Thursday,4,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU754792,44,Primary Education,Community and personal service,Married,Yes,No,No,Inbound,50.0,May,Monday,5,0.0,Nonexistent,1.299,-1.8,92.893,No Sale
CU368805,32,Bachelor Degree Level or Higher,Technicians and Trades,Married,Yes,No,Yes,Inbound,328.0,August,Tuesday,1,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU751104,36,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Outbound,328.0,August,Monday,1,0.0,Nonexistent,0.884,-2.9,92.201,Sale
CU728958,33,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,Yes,Inbound,204.0,August,Friday,1,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU513593,30,High School Certificate,Clerical and administrative,Single,No,Yes,No,Inbound,455.0,July,Tuesday,2,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU322252,50,Bachelor Degree Level or Higher,Self-employed,Married,Yes,No,No,Inbound,123.0,August,Tuesday,1,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU339689,35,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,511.0,August,Friday,2,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU399697,27,Bachelor Degree Level or Higher,Technicians and Trades,Single,Yes,No,No,Inbound,43.0,May,Thursday,8,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU184450,51,High School Certificate,Community and personal service,Married,Unknown,Unknown,No,Outbound,133.0,June,Friday,5,0.0,Nonexistent,4.947,1.4,94.465,No Sale
CU441280,51,Bachelor Degree Level or Higher,Manager,Married,No,Yes,Yes,Outbound,1156.0,May,Thursday,2,0.0,Nonexistent,4.86,1.1,93.994,Sale
CU937053,45,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Inbound,,August,Friday,4,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU323955,34,High School Certificate,Community and personal service,Married,No,No,No,Outbound,160.0,June,Friday,3,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU120740,36,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,141.0,August,Wednesday,3,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU942444,40,High School Certificate,Clerical and administrative,Divorced,Yes,No,No,Inbound,193.0,July,Tuesday,6,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU359749,51,Bachelor Degree Level or Higher,Entrepreneur,Married,Yes,No,No,Inbound,89.0,November,Monday,1,0.0,Nonexistent,4.191,-0.1,93.2,No Sale
CU669491,35,High School Certificate,Clerical and administrative,Single,Yes,No,No,Outbound,355.0,May,Monday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU246974,32,Graduate Diploma and Graduate Certificate,Labourer,Married,Yes,No,No,Outbound,446.0,June,Friday,1,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU855871,36,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,No,Outbound,188.0,May,Monday,2,0.0,Nonexistent,4.858,1.1,93.994,No Sale
CU334777,40,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Inbound,1156.0,July,Monday,1,0.0,Nonexistent,4.96,1.4,93.918,No Sale
CU806999,42,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,116.0,November,Monday,2,0.0,Nonexistent,4.191,-0.1,93.2,No Sale
CU024309,35,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Inbound,151.0,July,Wednesday,8,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU150491,44,High School Certificate,Community and personal service,Married,Yes,Yes,Yes,Inbound,324.0,August,Friday,1,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU981311,35,Primary Education,Community and personal service,Married,No,No,No,Inbound,592.0,May,Monday,1,1.0,Sale,1.354,-1.8,92.893,Sale
CU158277,34,High School Certificate,Clerical and administrative,Married,Yes,Yes,No,Inbound,411.0,July,Wednesday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU731328,66,Prefer not to say,Retired,Married,Yes,No,No,Inbound,1394.0,September,Tuesday,2,1.0,Sale,0.881,-1.1,94.199,Sale
CU252026,35,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Inbound,253.0,August,Tuesday,1,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU863920,36,High School Certificate,Community and personal service,Married,No,No,Yes,Inbound,311.0,May,Friday,1,0.0,Nonexistent,1.313,-1.8,92.893,No Sale
CU155395,53,Primary Education,Housekeeper,Married,No,No,Yes,Outbound,245.0,May,Monday,3,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU657005,31,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Outbound,181.0,June,Wednesday,2,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU993492,55,Primary Education,Labourer,Married,No,No,Yes,Inbound,350.0,August,Monday,4,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU380993,52,Primary Education,Entrepreneur,Married,No,No,Yes,Outbound,291.0,June,Monday,3,0.0,,4.961,1.4,94.465,No Sale
CU863357,56,Primary Education,Housekeeper,Married,No,No,No,Outbound,182.0,May,Monday,2,0.0,Nonexistent,4.858,1.1,93.994,No Sale
CU106776,28,Prefer not to say,Labourer,Single,No,No,No,Inbound,637.0,July,Thursday,1,0.0,Nonexistent,4.958,1.4,93.918,Sale
CU050987,39,Bachelor Degree Level or Higher,Self-employed,Married,No,No,No,Outbound,17.0,May,Wednesday,2,0.0,Nonexistent,4.858,1.1,93.994,No Sale
CU707486,50,Graduate Diploma and Graduate Certificate,Technicians and Trades,Divorced,No,No,Yes,Inbound,119.0,August,Wednesday,1,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU363590,31,Primary Education,Labourer,Married,No,No,No,Outbound,101.0,May,Thursday,1,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU604171,45,Primary Education,Manager,Single,Yes,No,No,Outbound,294.0,June,Friday,2,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU052168,34,Primary Education,Entrepreneur,Married,Yes,No,No,Outbound,233.0,May,Friday,1,0.0,Nonexistent,4.864,1.1,93.994,No Sale
CU302726,30,High School Certificate,Clerical and administrative,Married,No,No,No,Inbound,361.0,November,Thursday,2,1.0,No Sale,4.076,-0.1,93.2,No Sale
CU496740,56,Primary Education,Housekeeper,Married,No,No,No,Inbound,86.0,November,Thursday,1,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU670723,45,High School Certificate,Prefer not to say,Married,Yes,No,Yes,Inbound,142.0,August,Tuesday,1,0.0,Nonexistent,4.965,1.4,93.444,No Sale
CU113477,30,Primary Education,Labourer,Married,No,Yes,No,Outbound,114.0,May,Thursday,2,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU794876,32,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Outbound,76.0,May,Wednesday,1,0.0,Nonexistent,1.27,-1.8,92.893,No Sale
CU432315,44,High School Certificate,Technicians and Trades,Married,Yes,Yes,No,Outbound,491.0,June,Wednesday,3,0.0,Nonexistent,4.962,1.4,94.465,No Sale
CU837249,36,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,131.0,May,Monday,4,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU977898,31,Prefer not to say,Student,Single,Yes,No,No,Outbound,69.0,September,Monday,1,0.0,Nonexistent,0.879,-1.1,94.199,No Sale
CU464732,42,High School Certificate,Technicians and Trades,Divorced,Yes,No,No,Inbound,228.0,May,Wednesday,2,1.0,No Sale,1.281,-1.8,92.893,No Sale
CU366776,48,Primary Education,Technicians and Trades,Married,No,No,No,Inbound,119.0,July,Thursday,5,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU828934,43,Primary Education,Housekeeper,Married,Yes,Yes,Yes,Outbound,213.0,May,Wednesday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU506791,36,Primary Education,Labourer,Married,Yes,No,Yes,Inbound,403.0,April,Thursday,1,0.0,Nonexistent,1.41,-1.8,93.075,No Sale
